2.377099999999999991e+00,1.869000000000000106e-01,2.283799999999999830e+00,2.560999999999999943e-01
2.047699999999999854e+00,3.068000000000000171e-01,1.903200000000000003e+00,3.529999999999999805e-01
1.883699999999999930e+00,3.390000000000000235e-01,1.831099999999999950e+00,3.639000000000000012e-01
1.691200000000000037e+00,4.227000000000000202e-01,1.550599999999999978e+00,4.650000000000000244e-01
1.538499999999999979e+00,4.849999999999999867e-01,1.689599999999999991e+00,4.194999999999999840e-01
1.547199999999999909e+00,4.611000000000000099e-01,1.661200000000000010e+00,4.153000000000000025e-01
1.403499999999999970e+00,5.205999999999999517e-01,1.381999999999999895e+00,5.256999999999999451e-01
1.323499999999999899e+00,5.512000000000000233e-01,1.376900000000000013e+00,5.383000000000000007e-01
1.172600000000000087e+00,6.030999999999999694e-01,1.199899999999999967e+00,5.897000000000000020e-01
1.108100000000000085e+00,6.334999999999999520e-01,1.214099999999999957e+00,5.745999999999999996e-01
1.066400000000000015e+00,6.419000000000000261e-01,1.070799999999999974e+00,6.360999999999999988e-01
9.136999999999999567e-01,6.873000000000000220e-01,1.375099999999999989e+00,5.400000000000000355e-01
9.452000000000000401e-01,6.805999999999999828e-01,9.300000000000000488e-01,6.899999999999999467e-01
8.374000000000000332e-01,7.167999999999999927e-01,9.759999999999999787e-01,6.697999999999999510e-01
8.064999999999999947e-01,7.233000000000000540e-01,9.717000000000000082e-01,6.883000000000000229e-01
8.163000000000000256e-01,7.198999999999999844e-01,7.722999999999999865e-01,7.371999999999999664e-01
7.976999999999999647e-01,7.251999999999999558e-01,9.354999999999999982e-01,6.731000000000000316e-01
7.036999999999999922e-01,7.496000000000000441e-01,8.143000000000000238e-01,7.237000000000000099e-01
6.845999999999999863e-01,7.622999999999999776e-01,1.037600000000000078e+00,6.377000000000000446e-01
6.394999999999999574e-01,7.718000000000000416e-01,8.312000000000000499e-01,7.269999999999999796e-01
6.271999999999999797e-01,7.760000000000000231e-01,6.370999999999999996e-01,7.792999999999999927e-01
6.280999999999999917e-01,7.776999999999999469e-01,7.457000000000000295e-01,7.531999999999999806e-01
5.822000000000000508e-01,7.947999999999999510e-01,6.954000000000000181e-01,7.717000000000000526e-01
5.753000000000000336e-01,7.964999999999999858e-01,6.766999999999999682e-01,7.724999999999999645e-01
5.527999999999999581e-01,7.973999999999999977e-01,4.803000000000000047e-01,8.247999999999999776e-01
5.283999999999999808e-01,8.074999999999999956e-01,6.612000000000000099e-01,7.977999999999999536e-01
5.276999999999999469e-01,8.158999999999999586e-01,6.915000000000000036e-01,7.759000000000000341e-01
4.586000000000000076e-01,8.395000000000000240e-01,5.255999999999999561e-01,8.280999999999999472e-01
4.932000000000000273e-01,8.212000000000000410e-01,5.405999999999999694e-01,8.095999999999999863e-01
4.907000000000000250e-01,8.309999999999999609e-01,6.927999999999999714e-01,7.691999999999999948e-01
4.517999999999999794e-01,8.417000000000000037e-01,5.472000000000000197e-01,8.179999999999999494e-01
4.626000000000000112e-01,8.256999999999999895e-01,5.993000000000000549e-01,7.970000000000000417e-01
4.722999999999999976e-01,8.309999999999999609e-01,6.179999999999999938e-01,7.919000000000000483e-01
4.769999999999999796e-01,8.302000000000000490e-01,4.680000000000000271e-01,8.457999999999999963e-01
4.433000000000000274e-01,8.406000000000000139e-01,5.249000000000000332e-01,8.238999999999999657e-01
3.835000000000000075e-01,8.577000000000000179e-01,5.377999999999999448e-01,8.366000000000000103e-01
3.943999999999999728e-01,8.531999999999999584e-01,5.010999999999999899e-01,8.247999999999999776e-01
3.977999999999999869e-01,8.649999999999999911e-01,4.511000000000000010e-01,8.592999999999999527e-01
3.770999999999999908e-01,8.715000000000000524e-01,4.756000000000000227e-01,8.457999999999999963e-01
3.579999999999999849e-01,8.759000000000000119e-01,4.849999999999999867e-01,8.542999999999999483e-01
4.022999999999999909e-01,8.574000000000000510e-01,6.002999999999999448e-01,7.994999999999999885e-01
3.726999999999999758e-01,8.647000000000000242e-01,4.469000000000000195e-01,8.332000000000000517e-01
3.481000000000000205e-01,8.757000000000000339e-01,5.039000000000000146e-01,8.390999999999999570e-01
3.380000000000000226e-01,8.773999999999999577e-01,5.393000000000000016e-01,8.222000000000000419e-01
3.524999999999999800e-01,8.739999999999999991e-01,6.424999999999999600e-01,8.020000000000000462e-01
3.467000000000000082e-01,8.776000000000000467e-01,4.667000000000000037e-01,8.475000000000000311e-01
3.246999999999999886e-01,8.823999999999999622e-01,4.804999999999999827e-01,8.425000000000000266e-01
3.309000000000000274e-01,8.834999999999999520e-01,4.203000000000000069e-01,8.457999999999999963e-01
3.588000000000000078e-01,8.711999999999999744e-01,5.131999999999999895e-01,8.196999999999999842e-01
3.371999999999999997e-01,8.820999999999999952e-01,5.544999999999999929e-01,8.332000000000000517e-01
3.211999999999999855e-01,8.849000000000000199e-01,4.328000000000000180e-01,8.508999999999999897e-01
3.275000000000000133e-01,8.854999999999999538e-01,3.947999999999999843e-01,8.710999999999999854e-01
3.649999999999999911e-01,8.722999999999999643e-01,3.876000000000000001e-01,8.710999999999999854e-01
3.009000000000000008e-01,8.932999999999999829e-01,5.074999999999999512e-01,8.390999999999999570e-01
3.113000000000000211e-01,8.897000000000000464e-01,4.287000000000000255e-01,8.651999999999999691e-01
3.042000000000000259e-01,8.924999999999999600e-01,4.691000000000000170e-01,8.517000000000000126e-01
3.269000000000000239e-01,8.935999999999999499e-01,4.495999999999999996e-01,8.601999999999999647e-01
2.944999999999999840e-01,8.950000000000000178e-01,4.672000000000000042e-01,8.475000000000000311e-01
3.310000000000000164e-01,8.869000000000000217e-01,5.675000000000000044e-01,8.188999999999999613e-01
3.070999999999999841e-01,8.952999999999999847e-01,5.360000000000000320e-01,8.280999999999999472e-01
2.913999999999999924e-01,8.975999999999999535e-01,4.647000000000000020e-01,8.568000000000000060e-01
3.266999999999999904e-01,8.900000000000000133e-01,5.490000000000000435e-01,8.374000000000000332e-01
3.134000000000000119e-01,8.860999999999999988e-01,4.012999999999999901e-01,8.686000000000000387e-01
2.641000000000000014e-01,9.040000000000000258e-01,4.582999999999999852e-01,8.585000000000000409e-01
2.832000000000000073e-01,9.009000000000000341e-01,4.722000000000000086e-01,8.449999999999999734e-01
2.474000000000000088e-01,9.165999999999999703e-01,3.719000000000000083e-01,8.803999999999999604e-01
2.911000000000000254e-01,8.987000000000000544e-01,3.997999999999999887e-01,8.651999999999999691e-01
