2.389800000000000146e+00,1.630999999999999950e-01,2.344599999999999795e+00,2.190000000000000002e-01
2.198300000000000143e+00,2.459000000000000075e-01,2.020599999999999952e+00,2.948999999999999955e-01
1.874600000000000044e+00,3.447000000000000064e-01,1.852800000000000002e+00,3.529999999999999805e-01
1.713300000000000045e+00,3.976999999999999980e-01,1.546699999999999964e+00,4.447999999999999732e-01
1.588200000000000056e+00,4.512999999999999790e-01,1.669100000000000028e+00,4.364000000000000101e-01
1.387199999999999989e+00,5.284999999999999698e-01,1.326699999999999990e+00,5.585999999999999854e-01
1.403200000000000003e+00,5.288000000000000478e-01,1.184099999999999930e+00,6.200999999999999845e-01
1.251500000000000057e+00,5.750999999999999446e-01,1.165599999999999969e+00,6.132999999999999563e-01
1.156300000000000106e+00,6.107000000000000206e-01,1.024999999999999911e+00,6.639000000000000457e-01
1.079199999999999937e+00,6.248000000000000220e-01,1.235300000000000065e+00,5.712000000000000410e-01
9.827000000000000179e-01,6.575999999999999623e-01,1.213500000000000023e+00,6.292999999999999705e-01
9.643000000000000460e-01,6.649000000000000465e-01,9.257999999999999563e-01,6.883000000000000229e-01
8.582999999999999519e-01,7.097999999999999865e-01,8.300999999999999490e-01,7.144000000000000350e-01
8.027999999999999581e-01,7.220999999999999641e-01,1.115599999999999925e+00,6.420000000000000151e-01
8.007999999999999563e-01,7.271999999999999575e-01,7.429000000000000048e-01,7.632999999999999785e-01
7.690000000000000169e-01,7.338999999999999968e-01,7.112000000000000544e-01,7.439000000000000057e-01
6.695999999999999730e-01,7.672999999999999821e-01,6.905999999999999917e-01,7.557000000000000384e-01
6.301999999999999824e-01,7.830000000000000293e-01,8.707000000000000295e-01,7.000999999999999446e-01
7.399999999999999911e-01,7.521999999999999797e-01,7.328000000000000069e-01,7.397000000000000242e-01
6.478000000000000425e-01,7.707000000000000517e-01,7.811000000000000165e-01,7.429999999999999938e-01
5.929999999999999716e-01,7.905999999999999694e-01,6.711000000000000298e-01,7.724999999999999645e-01
5.887999999999999901e-01,7.920000000000000373e-01,5.795000000000000151e-01,8.146999999999999797e-01
6.102999999999999536e-01,7.951000000000000290e-01,6.349000000000000199e-01,7.658000000000000362e-01
4.858999999999999986e-01,8.322000000000000508e-01,6.222999999999999643e-01,7.801000000000000156e-01
5.678999999999999604e-01,7.993000000000000105e-01,5.847999999999999865e-01,7.834999999999999742e-01
5.403999999999999915e-01,8.080000000000000515e-01,6.494999999999999662e-01,7.876999999999999558e-01
5.734000000000000208e-01,8.063000000000000167e-01,6.311999999999999833e-01,7.818000000000000504e-01
4.914999999999999925e-01,8.324000000000000288e-01,4.541999999999999926e-01,8.407999999999999918e-01
4.373000000000000220e-01,8.458999999999999853e-01,5.080999999999999961e-01,8.265000000000000124e-01
4.378000000000000225e-01,8.395000000000000240e-01,6.082999999999999519e-01,7.927999999999999492e-01
4.218999999999999972e-01,8.562999999999999501e-01,5.155999999999999472e-01,8.163000000000000256e-01
4.870999999999999774e-01,8.298999999999999710e-01,5.040000000000000036e-01,8.121000000000000441e-01
4.198000000000000065e-01,8.598999999999999977e-01,4.138000000000000012e-01,8.627000000000000224e-01
3.946999999999999953e-01,8.562999999999999501e-01,4.761000000000000232e-01,8.433000000000000496e-01
3.971999999999999975e-01,8.643999999999999462e-01,5.768999999999999684e-01,8.121000000000000441e-01
3.919000000000000261e-01,8.585000000000000409e-01,4.749999999999999778e-01,8.433000000000000496e-01
4.177000000000000157e-01,8.518000000000000016e-01,5.897000000000000020e-01,7.970000000000000417e-01
4.043999999999999817e-01,8.605000000000000426e-01,4.763000000000000012e-01,8.508999999999999897e-01
3.618000000000000105e-01,8.730999999999999872e-01,5.340000000000000302e-01,8.196999999999999842e-01
3.810999999999999943e-01,8.625000000000000444e-01,5.022999999999999687e-01,8.374000000000000332e-01
3.553000000000000047e-01,8.784999999999999476e-01,4.041000000000000147e-01,8.592999999999999527e-01
3.610999999999999766e-01,8.711999999999999744e-01,4.358000000000000207e-01,8.702999999999999625e-01
3.342999999999999861e-01,8.830000000000000071e-01,4.757000000000000117e-01,8.381999999999999451e-01
3.482000000000000095e-01,8.739999999999999991e-01,5.053999999999999604e-01,8.433000000000000496e-01
3.290000000000000147e-01,8.846000000000000529e-01,3.755999999999999894e-01,8.719000000000000083e-01
3.186999999999999833e-01,8.893999999999999684e-01,5.273999999999999799e-01,8.095999999999999863e-01
3.331000000000000072e-01,8.827000000000000401e-01,3.911000000000000032e-01,8.686000000000000387e-01
3.232999999999999763e-01,8.904999999999999583e-01,4.691000000000000170e-01,8.517000000000000126e-01
3.301000000000000045e-01,8.799000000000000155e-01,4.531999999999999917e-01,8.467000000000000082e-01
3.363999999999999768e-01,8.843999999999999639e-01,4.274999999999999911e-01,8.643999999999999462e-01
3.267999999999999794e-01,8.843999999999999639e-01,4.399000000000000132e-01,8.542999999999999483e-01
3.124000000000000110e-01,8.897000000000000464e-01,4.114999999999999769e-01,8.627000000000000224e-01
3.062000000000000277e-01,8.941999999999999948e-01,5.637999999999999678e-01,8.121000000000000441e-01
3.146999999999999797e-01,8.897000000000000464e-01,4.823000000000000065e-01,8.398999999999999799e-01
3.131999999999999784e-01,8.862999999999999767e-01,3.876000000000000001e-01,8.677000000000000268e-01
2.859999999999999765e-01,8.981000000000000094e-01,4.651000000000000134e-01,8.416000000000000147e-01
2.957000000000000184e-01,8.981000000000000094e-01,3.689000000000000057e-01,8.752999999999999670e-01
3.119999999999999996e-01,8.952999999999999847e-01,4.909999999999999920e-01,8.475000000000000311e-01
2.751000000000000112e-01,9.062999999999999945e-01,3.740999999999999881e-01,8.846000000000000529e-01
2.793999999999999817e-01,9.034999999999999698e-01,3.967999999999999861e-01,8.651999999999999691e-01
2.927000000000000157e-01,8.963999999999999746e-01,4.933000000000000163e-01,8.289999999999999591e-01
2.878000000000000003e-01,8.967000000000000526e-01,3.630999999999999783e-01,8.930000000000000160e-01
2.757000000000000006e-01,9.051000000000000156e-01,4.136000000000000232e-01,8.601999999999999647e-01
