2.437100000000000044e+00,1.330999999999999961e-01
2.396500000000000075e+00,1.516000000000000125e-01
2.163300000000000001e+00,2.580999999999999961e-01
1.978900000000000103e+00,2.998000000000000109e-01
1.858600000000000030e+00,3.393999999999999795e-01
1.834799999999999986e+00,3.620999999999999774e-01
1.709899999999999975e+00,4.073999999999999844e-01
1.603599999999999914e+00,4.410999999999999921e-01
1.547299999999999898e+00,4.618999999999999773e-01
1.562100000000000044e+00,4.549000000000000266e-01
1.459500000000000020e+00,4.878000000000000114e-01
1.441000000000000059e+00,5.008000000000000229e-01
1.397499999999999964e+00,5.203999999999999737e-01
1.367399999999999949e+00,5.296999999999999487e-01
1.334400000000000031e+00,5.403999999999999915e-01
1.280899999999999928e+00,5.567999999999999616e-01
1.262599999999999945e+00,5.616999999999999771e-01
1.198299999999999921e+00,5.911999999999999478e-01
1.241600000000000037e+00,5.746999999999999886e-01
1.160800000000000054e+00,5.988999999999999879e-01
1.132600000000000051e+00,6.081999999999999629e-01
1.095499999999999918e+00,6.252999999999999670e-01
1.067800000000000082e+00,6.323999999999999622e-01
1.038000000000000034e+00,6.501000000000000112e-01
9.792999999999999483e-01,6.643999999999999906e-01
9.557999999999999829e-01,6.816999999999999726e-01
9.318999999999999506e-01,6.844000000000000083e-01
9.112999999999999989e-01,6.906999999999999806e-01
8.444000000000000394e-01,7.130999999999999561e-01
8.648000000000000131e-01,6.983000000000000318e-01
8.440999999999999615e-01,7.140999999999999570e-01
8.042000000000000259e-01,7.217000000000000082e-01
7.872000000000000108e-01,7.399999999999999911e-01
7.889000000000000457e-01,7.300999999999999712e-01
7.578000000000000291e-01,7.396000000000000352e-01
7.129999999999999671e-01,7.542999999999999705e-01
6.836999999999999744e-01,7.680000000000000160e-01
6.602000000000000091e-01,7.664999999999999591e-01
6.268000000000000238e-01,7.887999999999999456e-01
6.585999999999999632e-01,7.744999999999999662e-01
6.036000000000000254e-01,7.872000000000000108e-01
5.844000000000000306e-01,8.014999999999999902e-01
5.846999999999999975e-01,7.993999999999999995e-01
5.797999999999999821e-01,8.016999999999999682e-01
5.596999999999999753e-01,8.018999999999999462e-01
5.595999999999999863e-01,8.058999999999999497e-01
5.230000000000000204e-01,8.213000000000000300e-01
5.256999999999999451e-01,8.244000000000000217e-01
5.100999999999999979e-01,8.218999999999999639e-01
4.894999999999999907e-01,8.279999999999999583e-01
5.204999999999999627e-01,8.192000000000000393e-01
4.844999999999999862e-01,8.383000000000000451e-01
4.641000000000000125e-01,8.406000000000000139e-01
4.627000000000000002e-01,8.423000000000000487e-01
4.738999999999999879e-01,8.359999999999999654e-01
4.563999999999999724e-01,8.366000000000000103e-01
4.413000000000000256e-01,8.447999999999999954e-01
4.621000000000000107e-01,8.336999999999999966e-01
4.262000000000000233e-01,8.502999999999999448e-01
4.081000000000000183e-01,8.559999999999999831e-01
4.121000000000000218e-01,8.551999999999999602e-01
4.562999999999999834e-01,8.394000000000000350e-01
4.069999999999999729e-01,8.570999999999999730e-01
4.037999999999999923e-01,8.591999999999999638e-01
4.012999999999999901e-01,8.615000000000000435e-01
4.013999999999999790e-01,8.548999999999999932e-01
3.719999999999999973e-01,8.763999999999999568e-01
3.879000000000000226e-01,8.688000000000000167e-01
3.719999999999999973e-01,8.723999999999999533e-01
3.830999999999999961e-01,8.716000000000000414e-01
3.582000000000000184e-01,8.774999999999999467e-01
3.437000000000000055e-01,8.772999999999999687e-01
3.669999999999999929e-01,8.749000000000000110e-01
3.674000000000000044e-01,8.707000000000000295e-01
3.474999999999999756e-01,8.800000000000000044e-01
3.538999999999999924e-01,8.772999999999999687e-01
4.037999999999999923e-01,8.594000000000000528e-01
3.519999999999999796e-01,8.782999999999999696e-01
3.503000000000000003e-01,8.820999999999999952e-01
3.165999999999999925e-01,8.934999999999999609e-01
3.241999999999999882e-01,8.891000000000000014e-01
3.291000000000000036e-01,8.878000000000000336e-01
3.168000000000000260e-01,8.923999999999999710e-01
3.156999999999999806e-01,8.854999999999999538e-01
3.195000000000000062e-01,8.901000000000000023e-01
3.139000000000000123e-01,8.934999999999999609e-01
3.304000000000000270e-01,8.883999999999999675e-01
3.145999999999999908e-01,8.941000000000000059e-01
3.271999999999999909e-01,8.885999999999999455e-01
3.158000000000000251e-01,8.918000000000000371e-01
3.105999999999999872e-01,8.941000000000000059e-01
2.781000000000000139e-01,9.102999999999999980e-01
2.823999999999999844e-01,9.061000000000000165e-01
3.130999999999999894e-01,8.918000000000000371e-01
3.160000000000000031e-01,8.885999999999999455e-01
2.897000000000000131e-01,8.971000000000000085e-01
2.938000000000000056e-01,8.958000000000000407e-01
2.807999999999999940e-01,9.064999999999999725e-01
2.742999999999999883e-01,9.066999999999999504e-01
3.140000000000000013e-01,8.923999999999999710e-01
